WDPAID,NAME,CONTINENT,COUNTRY,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,?,MEAN_VISITATION,SOURCE,NOTES,,,,,,,,,,,,,,
59,Parque Nacional Da Chapada Dos Veadeiros,South America,Brazil,,,,,8027,16480,22158,24598,19506,14589,,,,,,,,27407,,,,,,,,18966.43,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
73,Parque Nacional De Sete Cidades,South America,Brazil,,,,,17641,16930,21566,21212,17951,17062,,,,,,,,20726,,,,,,,,19012.57,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
19273,Parque Nacional Da Chapada Dos Guimarães,South America,Brazil,,,,,0,0,0,0,0,40869,,,,,,,,102753,,,,,,,,20517.43,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019),,,,,,,,,,,,,,,
69,Parque Nacional De Caparao,South America,Brazil,,,,,25744,29642,25566,30459,30036,27391,,,,,,,,32245,,,,,,,,28726.14,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
65,Parque Nacional Da Serra Da Canastra,South America,Brazil,,,,,20030,26502,30262,35412,27460,27670,,,,,,,,46274,,,,,,,,30515.71,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
71,Parque Nacional De Aparados Da Serra,South America,Brazil,,,,,30600,32085,37844,56478,48503,49970,,,,,,,,73590,,,,,,,,47010,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
75,Parque Nacional De Ubajara,South America,Brazil,,,,,44787,43046,41867,48297,47852,42831,,,,,,,,108529,,,,,,,,53887,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
72,Parque Nacional Da Serra Dos Orgãos,South America,Brazil,,,,,28674,49912,53845,59994,46689,75076,,,,,,,,132246,,,,,,,,63776.57,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
70,Parque Nacional Do Itatiaia,South America,Brazil,,,,,97001,127713,119735,125633,126940,78002,,,,,,,,99495,,,,,,,,110645.57,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
66,Parque Nacional De São Joaquim,South America,Brazil,,,,,,,,,,,,,,,,,,139743,,,,,,,,139743,https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
67,Parque Nacional De Brasília,South America,Brazil,,,,,,,,,,,,,,,,,,248287,,,,,,,,248287,https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
74,Parque Nacional Da Tijuca,South America,Brazil,,,,,622038,635498,497808,584192,1013631,1069066,,,,,,,,2899972,,,,,,,,1046029.29,http://www.birdlist.org/downloads/parks/visitation_protected_areas_megacountries_with_megadiversity.pdf (accessed 07/08/2019); Balmford et al. (2015); https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
60,Parque Nacional Do Iguaçu,South America,Brazil,,,,,,,,,,,,,,,,,,1518876,,,,,,,,1518876,https://parksjournal.com/wp-content/uploads/2015/10/Viveiros-de-Castro-et-al-PARKS-21.2-10.2305IUCN.CH_.2014.PARKS-21-2EVDC.en_.pdf (accessed 19/09/2019),,,,,,,,,,,,,,,
602,Pirin,Europe,Bulgaria,,,400000,,,,,,,,,,,,,,,,,,,,,,,400000,Thorsell & Sigaty (1998),,,,,,,,,,,,,,,
603,Vitosha,Europe,Bulgaria,,,,,,,,,,,,3500000,,,,,,,,,,,,,,3500000,Balmford et al. (2015),,,,,,,,,,,,,,,
32361,Centralen Balkan,Europe,Bulgaria,,,,,,,,15000,,,,,,,,,,,,,,,,,,15000,Taylor (2004),,,,,,,,,,,,,,,
20166,Mbam et Djerem,Africa,Cameroon,,,,,,,,,,,,0,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
30674,Nki,Africa,Cameroon,,,,,,,,,,,,0,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
101590,Tuktut Nogait National Park of Canada,Northern America,Canada,,,,,,,,,,,,,6,4,2,7,7,,,,,,,,,5.2,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
100676,Aulavik National Park of Canada,Northern America,Canada,,,,,,,,,,,,,26,18,12,16,8,,,,,,,,,16,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
13396,Quttinirpaaq National Park of Canada,Northern America,Canada,,,,,,,,,,,,,215,2,252,15,23,,,,,,,,,101.4,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
100672,Ivvavik National Park of Canada,Northern America,Canada,,,,,,,,,,,,,126,67,142,78,112,,,,,,,,,105,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
300103,Sirmilik National Park of Canada,Northern America,Canada,,,,,,,,,,,,,123,17,21,20,47,,,,,,508,,,122.67,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
167557,Tombstone Natural Environment Park,Northern America,Canada,,,,253,213,155,223,215,166,912,1143,,,,,,,,,,,,,,,410,Balmford et al. (2015),,,,,,,,,,,,,,,
613,Auyuittuq National Park of Canada,Northern America,Canada,,,,,,,,,,,,,510,391,396,487,529,,,,,,853,,,527.67,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
616,Nahanni National Park Reserve of Canada,Northern America,Canada,,,,,,,,,,,,,810,810,775,1033,840,,,,,,899,,,861.17,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
16379,Gwaii Haanas National Park Reserve of Canada and Haida Heritage Site,Northern America,Canada,,,,,,,,,,,,,1940,1755,1721,1760,1834,,,,,,,,,1802,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
611,Wood Buffalo National Park of Canada,Northern America,Canada,,,,,,,,,,,,,975,2479,1599,1324,1790,,,,,,3904,,,2011.83,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
555516420,Grasslands National Park of Canada,Northern America,Canada,,,,,,6773,7043,4927,6642,6506,6552,5814,,,5981,9616,9551,5646,6132,,,,,,15784,7459,Balmford et al. (2015); https://www.pc.gc.ca/en/docs/pc/attend (accessed 29/07/2019),,,,,,,,,,,,,,,
620,Pukaskwa National Park of Canada,Northern America,Canada,,,,,,,,,,,,,6994,6289,7099,16855,11234,,,,,,9243,,,9619,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
66090,Georgian Bay Islands National Park of Canada,Northern America,Canada,,,,,,,,,,,,,,,,,,,,,,,,,41521,41521,https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
612,Kluane National Park Reserve of Canada,Northern America,Canada,,,,,,,,,,,,,37144,41874,47323,48226,43744,,,,,,32066,,,41729.5,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
629,Kejimkujik National Park and National Historic Site of Canada,Northern America,Canada,,,,,,,,,,,,,40668,37825,39755,38303,32290,,,,,,78806,,,44607.83,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
632,Kouchibouguac National Park of Canada,Northern America,Canada,,,,,,,,,,,,,146736,162805,162804,156433,157937,,,,,,243284,,,171666.5,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
619,Gros Morne National Park of Canada,Northern America,Canada,,,,,,,,,,,,,134292,173970,186798,180523,182392,,,,,,233198,,,181862.17,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
624,Cape Breton Highlands National Park of Canada,Northern America,Canada,,,,,,,,,,,,,184922,193000,193000,179982,164098,,,,,,295456,,,201743,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
12801,Bruce Peninsula National Park of Canada,Northern America,Canada,,,,,,,,,,,,,198377,220694,224149,244139,251825,,,,,,,,,227836.8,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
634,Elk Island National Park of Canada,Northern America,Canada,,,,,,,,,,,,,198231,185323,217789,218763,220758,,,,,,371757,,,235436.83,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
617,Prince Albert National Park of Canada,Northern America,Canada,,,,,,,,,,,,,227510,251983,250272,247395,238401,,,,,,270233,,,247632.33,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
636,Point Pelee National Park of Canada,Northern America,Canada,,,,,,,,,,,,,202424,240081,237494,244892,245780,,,,,,342305,,,252162.67,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
18668,Terra Nova National Park of Canada,Northern America,Canada,,,,,,,,,,,,,259079,259079,259079,259079,259079,,,,,,,,,259079,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
555516419,Fathom Five National Marine Park of Canada,Northern America,Canada,,,,,,,,,,,,,233532,249850,238474,242949,244231,,,,,,381722,,,265126.33,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
633,Fundy National Park of Canada,Northern America,Canada,,,,,,,,,,,,,255456,285034,285572,258168,240481,,,,,,291658,,,269394.83,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
618,Riding Mountain National Park of Canada,Northern America,Canada,,,,,,,,,,,,,249493,298594,295612,305742,305882,,,,,,355972,,,301882.5,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
626,Waterton Lakes National Park of Canada,Northern America,Canada,,,,,,,,,,,,,373257,382861,396995,400520,402542,,,,,,412860,,,394839.17,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
621,Kootenay National Park of Canada,Northern America,Canada,,,,,,,,,,,,,421096,426570,429365,427128,434781,,,,,,515787,,,442454.5,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
635,Prince Edward Island National Park of Canada,Northern America,Canada,,,,,,,,,,,,,405103,400554,457948,463652,500227,,,,,,746521,,,495667.5,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
623,Yoho National Park of Canada,Northern America,Canada,,,,,,,,,,,,,543424,527501,547436,550832,560201,,,,,,694842,,,570706,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
630,Mount Revelstoke National Park of Canada,Northern America,Canada,,,,,,,,,,,,,603699,610995,634827,637488,643112,,,,,,776919,,,651173.33,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
628,Pacific Rim National Park Reserve of Canada,Northern America,Canada,,,,,,,,,,,,,747091,802569,797441,762709,753324,,,,,,1149889,,,835503.83,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
614,Jasper National Park of Canada,Northern America,Canada,,,,,,,,,,,,,1867058,1868797,1916677,1958206,1993139,,,,,,2445991,,,2008311.33,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
615,Banff National Park of Canada,Northern America,Canada,,,,,,,,,,,,,3114535,3132086,3151751,3226978,3306203,,,,,,4089309,,,3336810.33,Parks Canada (2013); https://www.pc.gc.ca/en/docs/pc/attend (accessed 27/08/19),,,,,,,,,,,,,,,
641,Zakouma,Africa,Chad,,,,,,,,,,,,,,,,,,,,,,,,,550,550,Catherina Hall-Martin (African Parks) pers. commun.,,,,,,,,,,,,,,,
10700,Alberto De Agostini,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
16806,Hornopiren,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
99,Isla Guamblin,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9419,Isla Magdalena,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9452,Katalalixar,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
18721,La Chimba,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9440,Lago Carlota,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9441,Lago Palena,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9442,Lago Rosselot,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9430,Laguna de los Cisnes,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9445,Las Guaitecas,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
94114,Llullaillaco,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
115,Nalcas,South America,Chile,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,,,0,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9420,Palmas de Cocalan,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
9447,Rio Blanco,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
94120,Trapananda,South America,Chile,,,,,,,,,0,,,,,,,,,,,,,,,,,0,Balmford et al. (2015),,,,,,,,,,,,,,,
112,Alto Biobio,South America,Chile,,,,13,16,45,37,125,129,69,,,,,,,50,64,102,146,69,23,0,,,63.43,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
117,China Muerta,South America,Chile,,,,,,,,,,,,,,,,,0,0,0,0,493,0,479,,,138.86,http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94117,Los Queules,South America,Chile,,,,114,,,15,149,144,118,,,,,,,310,228,241,182,242,236,,,,179.91,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9443,Lago Las Torres,South America,Chile,,,425,1043,167,143,2,97,0,,,,,,,,0,,,,,,,,,234.63,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9416,Volcan Isluga,South America,Chile,,,,160,100,475,739,114,140,89,,,,,,,187,258,224,430,179,239,,,,256.46,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9433,Malleco,South America,Chile,,,,120,53,,,,84,101,,,,,,,341,624,820,603,0,0,,,,274.6,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9435,Las Vicunas,South America,Chile,,,,545,19,584,592,512,624,435,,,,,,,208,450,520,516,481,524,,,,462.31,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94116,Bellotos El Melado,South America,Chile,,,,,,,5,116,462,387,,,,,,,336,360,1061,1148,816,637,,,,532.8,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
317180,Huemules de Niblinto,South America,Chile,,,,,,,,,8,0,,,,,,,427,472,656,938,828,625,973,,,547.44,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94115,Nevado Tres Cruces,South America,Chile,,,,441,431,569,455,366,308,244,,,,,,,506,587,686,516,941,1283,,,,564.08,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
317182,Robleria Cobre Loncha,South America,Chile,,,,,,,,,,2094,,,,,,,514,568,630,313,256,156,154,,,585.63,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9423,Ralco,South America,Chile,,,,307,361,294,109,492,434,394,,,,,,,672,871,827,1264,1496,875,,,,645.85,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
18720,Isla Mocha,South America,Chile,,,,148,112,67,117,136,329,421,,,,,,,716,1364,1083,1630,2145,1255,,,,732.54,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9425,Salar De Surire,South America,Chile,,,,644,450,761,910,819,678,435,,,,,,,707,764,858,1202,876,799,,,,761.77,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9451,Alacalufes,South America,Chile,,,,,,,,,0,,,,,,,,780,959,1013,1270,1742,2677,,,,1205.86,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9454,Lago Jeinemeni,South America,Chile,,,286,526,558,409,350,498,386,,,,,,,,680,1500,2430,2098,2560,3515,,,,1215.08,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9428,Dos Lagunas,South America,Chile,,,,699,803,357,783,923,933,795,,,,,,,1079,1403,1552,2519,2178,2363,,,,1260.54,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
317179,El Yali,South America,Chile,,,,,478,618,523,607,927,676,,,,,,,1845,1964,1534,2415,1915,1506,1873,,,1298.54,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
95209,Futaleufu,South America,Chile,,,,,,,,,,,,,,,,,471,560,769,1246,2423,2787,,,,1376,http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94118,Mocho - Choshuenco,South America,Chile,,,,,,,,,,0,,,,,,,528,1198,1125,2230,3579,2174,,,,1547.71,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
107,Pali Aike,South America,Chile,,,,688,536,1130,1130,1159,1158,1418,,,,,,,1495,1827,1936,2269,2537,3150,2535,,,1640.57,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
110,Cerro Castillo,South America,Chile,,,,152,182,336,390,565,980,716,,,,,,,1575,2893,2123,2737,5149,2989,5795,,,1898.71,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9439,Llanquihue,South America,Chile,,,,1228,1568,1417,1420,2085,1990,2264,,,,,,,2988,3241,4245,3401,0,0,,,,1988.23,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
111,Nuble,South America,Chile,,,,236,286,283,254,518,501,571,,,,,,,1722,2074,3415,3671,4896,4112,5759,,,2021.29,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
317178,Lago Cochrane,South America,Chile,,,,522,520,654,221,373,602,1274,,,,,,,1788,1251,2314,3053,3615,6097,6820,,,2078.86,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9434,Las Chinchillas,South America,Chile,,,,981,1728,1627,1720,1810,3273,4049,,,,,,,3621,2850,2888,2544,3590,2436,,,,2547.46,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
83,Laguna San Rafael,South America,Chile,,,,488,416,513,646,564,569,483,,,,,,,386,1022,1944,4728,7725,8188,8222,,,2563.86,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
97,Archipielago Juan Fernadez,South America,Chile,,,,,,,,,,,,,,,,,1416,1142,2759,2300,3086,3638,4268,,,2658.43,http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94113,Llanos del Challe,South America,Chile,,,,633,947,409,2034,576,1937,1427,,,,,,,3761,4471,3864,4792,4702,11285,,,,3141.38,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
4769,Los Ruiles,South America,Chile,,,,4449,,5185,4383,3766,3041,2673,,,,,,,2945,3413,3866,5116,5527,4336,,,,4058.33,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9429,Pichasca,South America,Chile,,,,1413,1516,5486,4746,3768,3756,3986,,,,,,,4943,4837,5053,5203,5991,6165,,,,4374.08,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9417,Tolhuaca,South America,Chile,,,,1353,1260,1350,508,1623,1304,1335,,,,,,,4594,6956,8687,8136,11270,8869,,,,4403.46,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94110,Lahuen Nadi,South America,Chile,,,,,,,,,,,,,,,,,4273,4685,6629,5107,3399,4868,,,,4826.83,http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
114,Laguna Parrillar,South America,Chile,,,,,2717,2913,2913,4398,5251,5440,,,,,,,7509,7484,7540,3481,3517,7724,8647,,,5348.77,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9436,Pampa del Tamarugal,South America,Chile,,,,4615,6976,7302,7081,8529,6937,9471,,,,,,,2084,2970,4559,10208,10682,3150,,,,6504.92,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
92,Cabo de Hornos,South America,Chile,,,,,,,,,,,,0,,,,,6605,10159,7543,8333,10407,5012,,,,6865.57,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
555543763,Laguna Torca,South America,Chile,,,,4895,3704,5373,4165,4986,6202,6116,,,,,,,10947,13291,11604,10497,13235,10176,15348,,,8609.93,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
94111,Altos de Lircay,South America,Chile,,,,2232,4258,4793,3994,5272,4490,3609,,,,,,,10354,10954,10558,16727,19278,15978,,,,8653.62,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
116,Magallanes,South America,Chile,,,,,2802,3442,3442,8193,10170,9706,,,,,,,13285,11065,8358,10601,16438,17667,21272,,,10495.46,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9421,El Morado,South America,Chile,,,,7808,8475,7651,8155,9715,9158,9191,,,,,,,12025,13360,14077,20215,17031,5419,,,,10944.62,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
9450,Federico Albert,South America,Chile,,,,15152,10795,13932,12313,13846,,15434,,,,,,,5779,7354,8572,9333,10456,10322,,,,11107.33,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
104,Nahuelbuta,South America,Chile,,,,5002,7135,6264,5289,7198,6502,6023,,,,,,,11832,14669,13645,19895,24643,21086,24893,,,12434,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
7909,Alerce Andino,South America,Chile,,,,7188,5890,5717,5544,5346,7132,6749,,,,,,,12189,15728,16583,20265,26632,27922,,,,12529.62,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
317184,Pan De Azucar,South America,Chile,,,,16137,14412,10559,10869,9164,,12568,,,,,,,13458,13987,17631,16041,8786,11071,14875,,,13042.92,Balmford et al. (2015); http://www.conaf.cl/ (accessed 07/08/2019),,,,,,,,,,,,,,,
